artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Daft Punk,Logged In,Sara,F,16,Johnson,416.522,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Emotion,200,1541410000000.0,95.0
Soda Stereo,Logged In,Harper,M,31,Barrett,211.61751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540690000000.0,129,Danza Rota,200,1541410000000.0,42.0
The Cardigans,Logged In,Harper,M,32,Barrett,198.21669,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540690000000.0,129,Lovefool,200,1541410000000.0,42.0
,Logged In,Harper,M,33,Barrett,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540690000000.0,129,,200,1541410000000.0,42.0
ETERNAL FEATURING BEBE WINANS,Logged In,Sara,F,17,Johnson,218.40934,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,I Wanna Be The Only One,200,1541410000000.0,95.0
Kings Of Leon,Logged In,Harper,M,34,Barrett,201.79546000000002,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540690000000.0,129,Revelry,200,1541410000000.0,42.0
Julie Doiron,Logged In,Sara,F,18,Johnson,165.92934,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Me and My Friend,200,1541410000000.0,95.0
,Logged Out,,,0,,,paid,,PUT,Login,,269,,307,1541410000000.0,
,Logged In,Aleena,F,1,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541020000000.0,269,,200,1541410000000.0,44.0
Kinky,Logged In,Aleena,F,2,Kirby,211.90485,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Cornman,200,1541410000000.0,44.0
LU,Logged In,Harper,M,35,Barrett,321.54077,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540690000000.0,129,Una Confusion,200,1541410000000.0,42.0
Tub Ring,Logged In,Sara,F,19,Johnson,233.69097999999997,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Invalid,200,1541410000000.0,95.0
Nickel Creek,Logged In,Aleena,F,3,Kirby,301.40036000000003,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,The Lighthouse's Tale,200,1541420000000.0,44.0
Massive Attack,Logged In,Sara,F,20,Johnson,288.65261,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,One Love,200,1541420000000.0,95.0
Cut Copy,Logged In,Harper,M,36,Barrett,283.76771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540690000000.0,129,Strangers In The Wind,200,1541420000000.0,42.0
Straylight Run,Logged In,Aleena,F,4,Kirby,241.44933999999998,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Existentialism On Prom Night (Album Version),200,1541420000000.0,44.0
,Logged In,Aleena,F,5,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541020000000.0,269,,200,1541420000000.0,44.0
,Logged In,Aleena,F,6,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541020000000.0,269,,200,1541420000000.0,44.0
Albert Hammond,Logged In,Sara,F,21,Johnson,177.78893,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Echame A Mi La Culpa,200,1541420000000.0,95.0
Hercules And Love Affair,Logged In,Harper,M,37,Barrett,376.29342,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540690000000.0,129,Blind (Full Album Version),200,1541420000000.0,42.0
,Logged In,Harper,M,38,Barrett,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Error,1540690000000.0,129,,404,1541420000000.0,42.0
Left Lane Cruiser,Logged In,Aleena,F,7,Kirby,183.27465,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Amerika,200,1541420000000.0,44.0
UB40,Logged In,Sara,F,22,Johnson,185.10322,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Come Back Darling,200,1541420000000.0,95.0
Amon Amarth,Logged In,Aleena,F,8,Kirby,357.22404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Fate Of Norns,200,1541420000000.0,44.0
Queensryche,Logged In,Sara,F,23,Johnson,347.81995,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Silent Lucidity (2002 Digital Remaster),200,1541420000000.0,95.0
Winds Of Plague,Logged In,Aleena,F,9,Kirby,148.08771000000002,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Reloaded,200,1541420000000.0,44.0
Jackson 5,Logged In,Sara,F,24,Johnson,174.10567,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Ben,200,1541420000000.0,95.0
Feist,Logged In,Aleena,F,10,Kirby,184.94648999999998,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,My Moon My Man,200,1541420000000.0,44.0
JosÃÂ© Gonzalez,Logged In,Sara,F,25,Johnson,158.48443999999998,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Heartbeats,200,1541420000000.0,95.0
Flobots,Logged In,Aleena,F,11,Kirby,205.68771,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Handlebars (UK Radio Edit),200,1541420000000.0,44.0
Teriyaki Boyz,Logged In,Sara,F,26,Johnson,253.77913999999998,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Heartbreaker,200,1541420000000.0,95.0
Dwight Yoakam,Logged In,Aleena,F,12,Kirby,239.3073,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,You're The One,200,1541420000000.0,44.0
Young Money featuring Lloyd,Logged In,Sara,F,27,Johnson,196.33587,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,BedRock (Radio Edit) (feat.Lloyd),200,1541420000000.0,95.0
The Pussycat Dolls,Logged In,Aleena,F,13,Kirby,245.18485,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,When I Grow Up,200,1541420000000.0,44.0
Koopsta Knicca,Logged In,Sara,F,28,Johnson,206.78485,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Top Secret,200,1541420000000.0,95.0
The Knack,Logged In,Sara,F,29,Johnson,141.58321999999998,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Let Me Out,200,1541420000000.0,95.0
The Prodigy,Logged In,Aleena,F,14,Kirby,215.77097999999998,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Omen,200,1541420000000.0,44.0
ZZ Top,Logged In,Sara,F,30,Johnson,187.8722,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Avalon Hideaway (LP Version),200,1541420000000.0,95.0
Caifanes,Logged In,Aleena,F,15,Kirby,263.33995,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Cuentame Tu Vida,200,1541420000000.0,44.0
,Logged In,Aleena,F,16,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541020000000.0,269,,200,1541420000000.0,44.0
Britt Nicole,Logged In,Sara,F,31,Johnson,232.85506,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,222,Like A Star,200,1541420000000.0,95.0
,Logged In,Sara,F,32,Johnson,,paid,"Winston-Salem, NC",PUT,Logout,1540810000000.0,222,,307,1541420000000.0,95.0
,Logged In,Aleena,F,17,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541020000000.0,269,,200,1541420000000.0,44.0
,Logged In,Aleena,F,18,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541020000000.0,269,,200,1541420000000.0,44.0
,Logged Out,,,33,,,paid,,GET,Home,,222,,200,1541420000000.0,
Jimmy Buffett,Logged In,Aleena,F,19,Kirby,209.00526000000002,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,He Went To Paris,200,1541420000000.0,44.0
Counting Crows,Logged In,Aleena,F,20,Kirby,272.79627999999997,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Mr. Jones,200,1541420000000.0,44.0
8Ball & MJG,Logged In,Aleena,F,21,Kirby,48.14322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Intro (Explicit Album Version),200,1541420000000.0,44.0
SinÃÂ©ad O'Connor,Logged In,Aleena,F,22,Kirby,282.51383,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,I Want Your (Hands On Me),200,1541420000000.0,44.0
Vince Guaraldi Trio,Logged In,Aleena,F,23,Kirby,368.29995,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Christmastime Is Here,200,1541420000000.0,44.0
B*Witched,Logged In,Aleena,F,24,Kirby,172.06812,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,C'est La Vie,200,1541420000000.0,44.0
Gyptian,Logged In,Aleena,F,25,Kirby,211.04281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Love Against the Wall,200,1541420000000.0,44.0
The Ataris,Logged In,Aleena,F,26,Kirby,179.722,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,I Won't Spend Another Night Alone,200,1541420000000.0,44.0
Adam Green,Logged In,Aleena,F,27,Kirby,143.49016,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,You Get So Lucky,200,1541420000000.0,44.0
Marilyn Manson,Logged In,Aleena,F,28,Kirby,247.01342000000002,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Personal Jesus,200,1541420000000.0,44.0
Bobby Blue Bland,Logged In,Aleena,F,29,Kirby,141.13914,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,I Pity the Fool,200,1541420000000.0,44.0
David Banner,Logged In,Aleena,F,30,Kirby,232.75057,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Play,200,1541420000000.0,44.0
We The Kings featuring Demi Lovato,Logged In,Aleena,F,31,Kirby,231.78404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,We'll Be A Dream (featuring Demi Lovato),200,1541420000000.0,44.0
Emiliana Torrini,Logged In,Aleena,F,32,Kirby,383.50322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Birds,200,1541420000000.0,44.0
Garbage,Logged In,Shakira,F,0,Hunt,277.39383,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540640000000.0,83,Temptation Waits,200,1541420000000.0,84.0
Linkin Park,Logged In,Aleena,F,33,Kirby,268.61669,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,New Divide (Album Version),200,1541420000000.0,44.0
Darius Rucker,Logged In,Shakira,F,1,Hunt,217.44281,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540640000000.0,83,It Won't Be Like This For Long,200,1541420000000.0,84.0
The Strokes,Logged In,Shakira,F,2,Hunt,230.1122,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540640000000.0,83,Killing Lies,200,1541420000000.0,84.0
Los Bunkers,Logged In,Aleena,F,34,Kirby,209.97179,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Te Vistes Y Te Vas,200,1541420000000.0,44.0
,Logged In,Aleena,F,35,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Help,1541020000000.0,269,,200,1541420000000.0,44.0
Ween,Logged In,Aleena,F,36,Kirby,242.59873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,I'm Holding You (LP Version),200,1541420000000.0,44.0
"Weird Al"" Yankovic",Logged In,Shakira,F,3,Hunt,170.21341999999999,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540640000000.0,83,"White & Nerdy (Parody of ""Ridin'"" by Chamillionaire featuring Krayzie Bone)",200,1541420000000.0,84.0
The Moody Blues,Logged In,Shakira,F,4,Hunt,258.71628,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540640000000.0,83,Tuesday Afternoon,200,1541420000000.0,84.0
DESTRUCTION,Logged In,Aleena,F,37,Kirby,226.97751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Dictators Of Cruelty,200,1541420000000.0,44.0
Carla Bruni,Logged In,Aleena,F,38,Kirby,163.02975,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Quelqu'un M'a Dit (Album Version),200,1541420000000.0,44.0
En Vogue,Logged In,Aleena,F,39,Kirby,289.01832,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Don't Let Go (Love),200,1541420000000.0,44.0
Eminem,Logged In,Aleena,F,40,Kirby,250.8273,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Mockingbird,200,1541420000000.0,44.0
,Logged In,Aleena,F,41,Kirby,,paid,"Waterloo-Cedar Falls, IA",PUT,Logout,1541020000000.0,269,,307,1541420000000.0,44.0
,Logged Out,,,42,,,paid,,GET,Home,,269,,200,1541420000000.0,
,Logged Out,,,43,,,paid,,PUT,Login,,269,,307,1541420000000.0,
,Logged In,Aleena,F,44,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541020000000.0,269,,200,1541420000000.0,44.0
Showbread,Logged In,Aleena,F,45,Kirby,287.29424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,The Missing Wife,200,1541420000000.0,44.0
Tracie Spencer,Logged In,Aleena,F,46,Kirby,272.45669,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,My First Broken Heart,200,1541420000000.0,44.0
BeyoncÃÂ©,Logged In,Aleena,F,47,Kirby,261.74649,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Halo,200,1541420000000.0,44.0
Jack Johnson,Logged In,Aleena,F,48,Kirby,207.64688999999998,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Better Together,200,1541420000000.0,44.0
Michael BublÃÂ©,Logged In,Aleena,F,49,Kirby,226.0371,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Smile (Live),200,1541420000000.0,44.0
Epica,Logged In,Aleena,F,50,Kirby,303.20281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Martyr of the Free Word,200,1541420000000.0,44.0
A Silent Film,Logged In,Aleena,F,51,Kirby,222.45832000000001,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,You Will Leave a Mark,200,1541420000000.0,44.0
BjÃÂ¶rk,Logged In,Aleena,F,52,Kirby,348.57751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Undo,200,1541420000000.0,44.0
Vampire Weekend,Logged In,Aleena,F,53,Kirby,214.7522,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Cape Cod Kwassa Kwassa (Album),200,1541420000000.0,44.0
Rammstein,Logged In,Aleena,F,54,Kirby,201.50812,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,BÃÂ¼ck Dich,200,1541420000000.0,44.0
Junkie XL,Logged In,Aleena,F,55,Kirby,221.77913999999998,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Broken (featuring Grant Nicholas) (Album Version),200,1541420000000.0,44.0
Third Eye Blind,Logged In,Aleena,F,56,Kirby,232.77669,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Company,200,1541430000000.0,44.0
Evanescence,Logged In,Aleena,F,57,Kirby,236.12036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Bring Me To Life,200,1541430000000.0,44.0
Jack Johnson,Logged In,Aleena,F,58,Kirby,65.80199999999999,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Cupid,200,1541430000000.0,44.0
Fergie,Logged In,Aleena,F,59,Kirby,240.48281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Clumsy,200,1541430000000.0,44.0
,Logged In,Aleena,F,60,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Downgrade,1541020000000.0,269,,200,1541430000000.0,44.0
Lily Allen,Logged In,Aleena,F,61,Kirby,189.98812,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,LDN,200,1541430000000.0,44.0
The Black Seeds,Logged In,Aleena,F,62,Kirby,257.98485,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Dance Dance,200,1541430000000.0,44.0
Cassie,Logged In,Aleena,F,63,Kirby,212.1922,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Call U Out (Album Version),200,1541430000000.0,44.0
The Rolling Stones,Logged In,Aleena,F,64,Kirby,231.78404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Too Tough (1994 Digital Remaster),200,1541430000000.0,44.0
Eminem,Logged In,Aleena,F,65,Kirby,251.55872999999997,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Without Me,200,1541430000000.0,44.0
Creedence Clearwater Revival,Logged In,Aleena,F,66,Kirby,175.80363,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Sweet Hitch-Hiker,200,1541430000000.0,44.0
Heltah Skeltah,Logged In,Aleena,F,67,Kirby,165.642,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Place To Be (Explicit),200,1541430000000.0,44.0
Redman,Logged In,Aleena,F,68,Kirby,251.53261,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Pick It Up,200,1541430000000.0,44.0
Camila,Logged In,Aleena,F,69,Kirby,258.53342000000004,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Alejate De Mi,200,1541430000000.0,44.0
,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541020000000.0,268,,200,1541430000000.0,26.0
Pearl Jam,Logged In,Ryan,M,1,Smith,67.44771,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,268,Encore Break,200,1541430000000.0,26.0
Faith No More,Logged In,Ryan,M,2,Smith,249.86077000000003,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,268,Last Cup Of Sorrow,200,1541430000000.0,26.0
Liquid Tension Experiment,Logged In,Aleena,F,70,Kirby,535.35302,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Paradigm Shift,200,1541430000000.0,44.0
,Logged In,Tegan,F,0,Levine,,free,"Portland-South Portland, ME",GET,Home,1540790000000.0,273,,200,1541430000000.0,80.0
Fleetwood Mac,Logged In,Aleena,F,71,Kirby,265.92607999999996,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,World Turning (LP Version),200,1541430000000.0,44.0
,Logged In,Jayden,M,0,Bell,,free,"Dallas-Fort Worth-Arlington, TX",GET,Home,1540990000000.0,90,,200,1541430000000.0,91.0
Creedence Clearwater Revival,Logged In,Jayden,M,1,Bell,253.90975,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540990000000.0,90,Midnight Special,200,1541430000000.0,91.0
The Ruts,Logged In,Aleena,F,72,Kirby,338.96443999999997,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,West One (Shine On Me),200,1541430000000.0,44.0
Steve Miller Band,Logged In,Jayden,M,2,Bell,263.96689,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540990000000.0,90,The Joker,200,1541430000000.0,91.0
The Kingstonians,Logged In,Lily,F,0,Burns,172.90403999999998,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,263,Winey Winey,200,1541430000000.0,32.0
Staind,Logged In,Aleena,F,73,Kirby,239.5424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Everything Changes (Album Version),200,1541430000000.0,44.0
Bon Jovi,Logged In,Jayden,M,3,Bell,224.52200000000002,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540990000000.0,90,It's My Life,200,1541430000000.0,91.0
Chris Brown featuring T-Pain,Logged In,Aleena,F,74,Kirby,250.67057000000003,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Kiss Kiss,200,1541430000000.0,44.0
Regina Spektor,Logged In,Layla,F,0,Griffin,191.08526,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,The Calculation (Album Version),200,1541430000000.0,24.0
Lamb,Logged In,Aleena,F,75,Kirby,1031.75791,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Feela,200,1541430000000.0,44.0
Octopus Project,Logged In,Layla,F,1,Griffin,250.95791,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,All Of The Champs That Ever Lived,200,1541430000000.0,24.0
Tegan And Sara,Logged In,Layla,F,2,Griffin,180.06159,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,So Jealous,200,1541430000000.0,24.0
Dragonette,Logged In,Layla,F,3,Griffin,153.39057,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,Okay Dolores,200,1541430000000.0,24.0
Lil Wayne / Eminem,Logged In,Layla,F,4,Griffin,229.58975,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,Drop The World,200,1541430000000.0,24.0
Soulja Boy Tell'em,Logged In,Layla,F,5,Griffin,201.11628000000002,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,Let Me Get Em,200,1541430000000.0,24.0
Audio Adrenaline,Logged In,Kate,F,0,Harrell,202.52688999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,147,Free Ride,200,1541430000000.0,97.0
Bodo Wartke,Logged In,Layla,F,6,Griffin,645.2762799999999,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,Liebeslied (Sprachen: Deutsch_ Englisch_ FranzÃÂ¶sisch_ Italienisch_ Spanisch_ HollÃÂ¤ndisch_ Japanisch_ Russisch_ Griechisch_ Klingonisch_ Hessisch),200,1541430000000.0,24.0
Prince & The New Power Generation [with Eric Leeds on Flute],Logged In,Aleena,F,76,Kirby,272.63955,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Gett Off,200,1541430000000.0,44.0
The Format,Logged In,Kate,F,1,Harrell,208.24771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,147,Inches And Falling (I Love_ Love),200,1541430000000.0,97.0
,Logged In,Jayden,M,0,Fox,,free,"New Orleans-Metairie, LA",GET,Home,1541030000000.0,219,,200,1541430000000.0,101.0
Black Eyed Peas,Logged In,Jayden,M,1,Fox,214.93506000000002,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,219,Pump It,200,1541430000000.0,101.0
Wilco,Logged In,Kate,F,2,Harrell,188.83873,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,147,Heavy metal drummer,200,1541430000000.0,97.0
NOFX,Logged In,Aleena,F,77,Kirby,54.595459999999996,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Monosyllabic Girl,200,1541430000000.0,44.0
,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,274,,200,1541430000000.0,49.0
Cabaret Voltaire,Logged In,Chloe,F,1,Cuevas,430.602,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,274,Playing For Time,200,1541430000000.0,49.0
Air,Logged In,Aleena,F,78,Kirby,244.50567,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Venus,200,1541430000000.0,44.0
Coldplay,Logged In,Kate,F,3,Harrell,249.75627999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,147,Til Kingdom Come,200,1541430000000.0,97.0
Rosana,Logged In,Aleena,F,79,Kirby,330.1873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Llegaremos a tiempo,200,1541430000000.0,44.0
Evanescence,Logged In,Layla,F,7,Griffin,237.11302,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,Bring Me To Life,200,1541430000000.0,24.0
,Logged In,Aleena,F,80,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541020000000.0,269,,200,1541430000000.0,44.0
,Logged In,Aleena,F,81,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Help,1541020000000.0,269,,200,1541430000000.0,44.0
Frumpies,Logged In,Kate,F,4,Harrell,134.47791,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,147,Fuck Kitty,200,1541430000000.0,97.0
Plies,Logged In,Joseph,M,0,Gutierrez,278.22975,free,"Columbia, SC",PUT,NextSong,1540810000000.0,208,Somebody (Loves You) (Explicit Album Version),200,1541430000000.0,75.0
TitÃÂ£s,Logged In,Kate,F,5,Harrell,131.00363000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,147,PolÃÂ­cia,200,1541430000000.0,97.0
Van Halen,Logged In,Layla,F,8,Griffin,243.17342000000002,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,Good Enough,200,1541430000000.0,24.0
Snow Patrol,Logged In,Aleena,F,82,Kirby,307.59137999999996,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Engines,200,1541430000000.0,44.0
,Logged In,Aleena,F,83,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Downgrade,1541020000000.0,269,,200,1541430000000.0,44.0
,Logged In,Aleena,F,84,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541020000000.0,269,,200,1541430000000.0,44.0
Kiss,Logged In,Kate,F,6,Harrell,268.30322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,147,I Was Made For Lovin' You,200,1541430000000.0,97.0
The Academy Is...,Logged In,Layla,F,9,Griffin,209.76281,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,Paper Chase (Album Version),200,1541430000000.0,24.0
The Prodigy,Logged In,Kate,F,7,Harrell,414.11872999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,147,Weather Experience (Top Buzz Remix)(Remastered),200,1541430000000.0,97.0
Bill Withers,Logged In,Aleena,F,85,Kirby,383.73832000000004,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,269,Make Love To Your Mind,200,1541430000000.0,44.0
Dwight Yoakam,Logged In,Layla,F,10,Griffin,239.3073,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,You're The One,200,1541430000000.0,24.0
The Far East Movement featuring Wiz Khalifa and Bionik,Logged In,Layla,F,11,Griffin,265.50812,paid,"Lake Havasu City-Kingman, AZ",PUT,NextSong,1541060000000.0,23,Lowridin,200,1541430000000.0,24.0
